what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.server.ui,1.1.2.v20080916,org.eclipse.wst.server.ui,1386050268283
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1386050271312
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386050278427
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386050280883
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386050288569
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386050291801
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386050292330
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386050292432
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386050294628
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386050295804
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386050296285
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386050297988
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1386050302188
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1386050304564
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1386050311135
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386050315892
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386050316033
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1386050323416
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1386050332164
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1386050418378
activated,view,org.eclipse.search,3.4.1.r341_v20080813-0800,org.eclipse.search.ui.views.SearchView,1386050419881
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386050420745
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386050425882
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386050428983
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386050454667
