what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.monitor.ui,1394784097776
started,bundle,org.eclipse.epp.usagedata.ui,1.0.1.R200809220400,org.eclipse.epp.usagedata.ui,1394784098580
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1394784101248
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1394784654713
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1394784656514
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1394784657912
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1394784658857
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1394784664105
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1394784666606
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1394784748590
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1394784751643
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1394784752782
started,bundle,org.eclipse.debug.core,3.4.0.v20080612,org.eclipse.debug.core,1394784753221
started,bundle,org.eclipse.jdt.launching,3.4.1.v20080729_r341,org.eclipse.jdt.launching,1394784753286
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1394784753624
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1394784754002
started,bundle,org.eclipse.ltk.core.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.core.refactoring,1394784773727
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1394784774754
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1394784775804
started,bundle,org.eclipse.jst.common.project.facet.core,1.3.1.v200807031821,org.eclipse.jst.common.project.facet.core,1394784775933
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1394784776110
started,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20080902-1220,org.eclipse.jdt.apt.core,1394784777242
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.100.v20080407-1345,org.eclipse.jdt.apt.pluggable.core,1394784777310
started,bundle,org.eclipse.core.variables,3.2.100.v20080529-1300,org.eclipse.core.variables,1394784777408
activated,view,org.eclipse.ui.ide,3.4.1.M20080903-2000,org.eclipse.ui.views.ResourceNavigator,1394784786398
