what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1386140891852
started,bundle,org.eclipse.wst.common.frameworks,1.1.200.v200805140020,org.eclipse.wst.common.frameworks,1386140891859
started,bundle,org.eclipse.wst.common.project.facet.core,1.3.3.v200809102124,org.eclipse.wst.common.project.facet.core,1386140891874
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.2.v200809031518,org.eclipse.wst.ws.service.policy.ui,1386140891889
activated,view,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui.views.tasks,1386140891971
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386140892001
closed,view,org.eclipse.mylyn.tasks.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.tasks.ui.views.tasks,1386140892025
activated,view,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views.ContentOutline,1386140893355
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386140893370
started,bundle,org.eclipse.debug.core,3.4.0.v20080612,org.eclipse.debug.core,1386140898122
started,bundle,org.eclipse.jdt.launching,3.4.1.v20080729_r341,org.eclipse.jdt.launching,1386140898129
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386140899118
started,bundle,org.eclipse.jdt.apt.core,3.3.101.R34x_v20080902-1220,org.eclipse.jdt.apt.core,1386140917909
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.100.v20080407-1345,org.eclipse.jdt.apt.pluggable.core,1386140917923
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386140919006
started,bundle,org.eclipse.ltk.core.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.core.refactoring,1386140921560
started,bundle,org.eclipse.ltk.ui.refactoring,3.4.1.r341_v20080716-0800,org.eclipse.ltk.ui.refactoring,1386140921565
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386140921659
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386140927103
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386140929662
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386140931118
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386140931286
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386140931329
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1386140931334
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386140941458
