what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1386054290685
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386054291304
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386062447808
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386062450688
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1386062451963
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386062462868
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.navigate.open.type,1386062462884
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386062580267
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386062581750
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386062623579
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386064182106
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386064195348
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386064202542
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386068700758
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386068706789
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386068720058
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386068723036
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386068724200
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386068733951
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386068761871
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386068762225
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386068764284
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.show.outline,1386068764522
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386068766995
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1386068769069
