what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1386143293411
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386143303733
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386143303877
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1386143306276
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386143310062
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386143331321
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1386143338502
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1386143369155
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineStart,1386143386963
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1386143399799
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1386143413315
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1386143416025
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1386143422018
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1386143442478
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1386143473213
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386143489605
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1386143496910
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386143500855
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386147826981
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386147833009
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386147833037
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1386147835148
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PropertiesFileEditor,1386147835342
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386147842049
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1386147847553
